subjid,ID,dob,dot,weekday,agedays,ageyears,agegroup,language,monolingual,site,order,timelinefirst,task,linenum,itemtype,itemnum,item,covered,linelength,distfrommid_c1,distfrommid_c2,response1,response2,response,correctr,prompts,comments,exclude,experimenter
18,utls16,11/18/14,4/16/19,3,1610,4.410958904,4,english ,1,utls ,4,,calendar,2,deictic,2,aftertomorrow,1,,,,5,5,5,6,1,,,pw
18,utls16,11/18/14,4/16/19,3,1610,4.410958904,4,english ,1,utls ,4,,calendar,3,deictic,3,yesterday,1,,,,3,,3,3,0,,,pw
18,utls16,11/18/14,4/16/19,3,1610,4.410958904,4,english ,1,utls ,4,,calendar,4,deictic,4,tomorrow,1,,,,5,,5,5,0,,,pw
18,utls16,11/18/14,4/16/19,3,1610,4.410958904,4,english ,1,utls ,4,,calendar,,verbal,2,aftertoday,,,,,,,2,1,,,,pw
18,utls16,11/18/14,4/16/19,3,1610,4.410958904,4,english ,1,utls ,4,,calendar,,verbal,3,beforetoday,,,,,,,1,2,,,,pw
18,utls16,11/18/14,4/16/19,3,1610,4.410958904,4,english ,1,utls ,4,,calendar,,verbal,4,today,,,,,,,4,3,,,,pw
18,utls16,11/18/14,4/16/19,3,1610,4.410958904,4,english ,1,utls ,4,,calendar,,verbal,5,yesterday,,,,,,,1,2,,,,pw
18,utls16,11/18/14,4/16/19,3,1610,4.410958904,4,english ,1,utls ,4,,calendar,,verbal,6,tomorrow,,,,,,,1,4,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,,verbal,1,daysofweek,,,,,,,1,7,8,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,1,deictic,1,tomorrow,1,,,,3,6,6,5,1,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,2,deictic,2,beforeyesterday,1,,,,5,3,3,2,1,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,3,deictic,3,aftertomorrow,1,,,,5,5,5,6,1,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,4,deictic,4,yesterday,1,,,,5,2,2,3,1,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,,verbal,4,today,,,,,,,999,3,,NR,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,,verbal,5,yesterday,,,,,,,999,2,,NR,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,3,,calendar,,verbal,6,tomorrow,,,,,,,999,4,,NR,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,1,event,1,breakfast,0,14,6.6,,,,4,2,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,1,event,2,nextbday,0,14,-3.2,,,,1,4,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,1,event,3,dinner,0,14,4.1,,,,3,3,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,1,event,4,lastbday,0,14,2.3,,,,2,1,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,2,deictic,1,lastweek,0,14,-0.01,,,,2,1,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,2,deictic,2,tomorrow,0,14,-1.8,,,,1,4,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,2,deictic,3,tonight,0,14,5.2,,,,4,3,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,2,deictic,4,thismorning,0,14,1.1,,,,3,2,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,3,deictic,1,nextweek,0,14,1.8,,,,2,3,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,3,deictic,2,nextyear,0,14,3.9,,,,3,4,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,3,deictic,3,yesterday,0,14,5.7,,,,4,2,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,3,deictic,4,last year,0,14,-5.2,,,,1,1,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,4,deictic,1,yesterday,0,14,-2.3,,,,2,2,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,4,deictic,2,tomorrow,0,14,4.7,,,,4,3,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,4,deictic,3,twofromnow,0,14,-5.4,,,,1,4,,,,pw
19,utls17,4/13/15,4/16/19,3,1464,4.010958904,4,english ,1,utls ,1,0,timeline,4,deictic,4,twoago,0,14,2.5,,,,3,1,,,,pw
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,1,event,1,lastbday,0,14,-4.2,,,,1,1,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,1,event,2,dinner,0,14,-2.9,,,,2,3,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,1,event,3,nextbday,0,14,3,,,,3,4,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,1,event,4,breakfast,0,14,4.2,,,,4,2,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,2,deictic,1,thismorning,0,14,-4.9,,,,1,2,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,2,deictic,2,tonight,0,14,-2.8,,,,2,3,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,2,deictic,3,tomorrow,0,14,-1.2,,,,3,4,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,2,deictic,4,lastweek,0,14,2.8,,,,4,1,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,3,deictic,1,last year,0,14,-6.2,,,,1,1,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,3,deictic,2,yesterday,0,14,-2.9,,,,2,2,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,3,deictic,3,nextyear,0,14,1,,,,3,4,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,3,deictic,4,nextweek,0,14,2.6,,,,4,3,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,4,deictic,1,tomorrow,0,14,-3.8,,,,1,3,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,4,deictic,2,yesterday,0,14,-1.5,,,,2,2,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,4,deictic,3,twoago,0,14,1.3,,,,3,1,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,2,1,timeline,4,deictic,4,twofromnow,0,14,3.9,,,,4,4,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,,verbal,1,daysofweek,,,,,,,4,7,1,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,1,deictic,1,yesterday,1,,,,1,2,2,3,1,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,2,deictic,2,beforeyesterday,1,,,,1,3,3,2,1,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,3,deictic,3,tomorrow,1,,,,5,,5,5,0,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,4,deictic,4,aftertomorrow,1,,,,1,6,6,6,1,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,,verbal,2,aftertoday,,,,,,,2,1,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,,verbal,3,beforetoday,,,,,,,1,2,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,,verbal,4,today,,,,,,,999,3,,Tomorrow,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,,verbal,5,yesterday,,,,,,,2,2,,,,ab
20,utls18,9/30/14,4/17/19,4,1660,4.547945205,4,english ,1,utls ,1,,calendar,,verbal,6,tomorrow,,,,,,,4,4,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,1,event,1,lastbday,0,14,-2.2,,,,2,1,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,1,event,2,dinner,0,14,2.3,,,,3,3,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,1,event,3,nextbday,0,14,-5,,,,1,4,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,1,event,4,breakfast,0,14,4.6,,,,4,2,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,2,deictic,1,thismorning,0,14,-3.5,,,,2,2,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,2,deictic,2,tonight,0,14,-5.9,,,,1,3,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,2,deictic,3,tomorrow,0,14,-1,,,,3,4,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,2,deictic,4,lastweek,0,14,1.4,,,,4,1,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,3,deictic,1,last year,0,14,-4.5,,,,1,1,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,3,deictic,2,yesterday,0,14,-1,,,,2,2,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,3,deictic,3,nextyear,0,14,3.5,,,,3,4,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,3,deictic,4,nextweek,0,14,5.2,,,,4,3,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,4,deictic,1,tomorrow,0,14,-6.1,,,,1,3,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,4,deictic,2,yesterday,0,14,-2.6,,,,2,2,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,4,deictic,3,twoago,0,14,-1.2,,,,3,1,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,2,1,timeline,4,deictic,4,twofromnow,0,14,2.1,,,,4,4,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,,verbal,1,daysofweek,,,,,,,6,7,2,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,1,deictic,1,beforeyesterday,1,,,,3,2,2,2,1,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,2,deictic,2,aftertomorrow,1,,,,5,6,6,6,1,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,3,deictic,3,yesterday,1,,,,7,2,2,3,1,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,4,deictic,4,tomorrow,1,,,,3,6,6,5,1,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,,verbal,2,aftertoday,,,,,,,2,1,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,,verbal,3,beforetoday,,,,,,,1,2,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,,verbal,4,today,,,,,,,6,3,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,,verbal,5,yesterday,,,,,,,1,2,,,,ab
21,utls19,3/26/15,4/17/19,4,1483,4.063013699,4,english ,1,utls ,4,,calendar,,verbal,6,tomorrow,,,,,,,1,4,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,,verbal,1,daysofweek,,,,,,,7,7,3,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,1,deictic,1,beforeyesterday,1,,,,3,3,3,2,1,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,2,deictic,2,aftertomorrow,1,,,,3,5,5,6,1,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,3,deictic,3,yesterday,1,,,,3,,3,3,0,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,4,deictic,4,tomorrow,1,,,,2,5,5,5,1,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,,verbal,3,beforetoday,,,,,,,1,2,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,,verbal,4,today,,,,,,,7,4,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,,verbal,5,yesterday,,,,,,,7,3,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,4,,calendar,,verbal,6,tomorrow,,,,,,,6,5,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,1,event,1,lastbday,0,14,-3.8,,,,2,1,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,1,event,2,dinner,0,14,4,,,,4,3,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,1,event,3,nextbday,0,14,1.4,,,,3,4,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,1,event,4,breakfast,0,14,-5.6,,,,1,2,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,2,deictic,1,thismorning,0,14,5.4,,,,1,2,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,2,deictic,2,tonight,0,14,5.7,,,,4,3,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,2,deictic,3,tomorrow,0,14,2,,,,3,4,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,2,deictic,4,lastweek,0,14,-2.7,,,,2,1,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,3,deictic,1,last year,0,14,-6.2,,,,1,1,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,3,deictic,2,yesterday,0,14,-3.7,,,,3,2,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,3,deictic,3,nextyear,0,14,-1.9,,,,3,4,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,3,deictic,4,nextweek,0,14,-0.8,,,,4,3,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,4,deictic,1,tomorrow,0,14,-5.8,,,,1,3,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,4,deictic,2,yesterday,0,14,-3.8,,,,3,2,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,4,deictic,3,twoago,0,14,-4.7,,,,2,1,,,,ab
22,utls20,9/4/13,4/18/19,5,2052,5.621917808,5,english ,1,utls ,2,0,timeline,4,deictic,4,twofromnow,0,14,-2,,,,4,4,,,,ab
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,,verbal,1,daysofweek,999,,,,,,4,7,3,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,1,deictic,1,tomorrow,999,,,,5,,5,5,0,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,2,deictic,2,beforeyesterday,999,,,,6,2,2,2,1,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,3,deictic,3,aftertomorrow,999,,,,5,6,6,6,1,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,4,deictic,4,yesterday,999,,,,6,3,3,3,1,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,,verbal,2,aftertoday,999,,,,,,2,1,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,,verbal,3,beforetoday,999,,,,,,1,2,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,,verbal,4,today,999,,,,,,999,4,,NR,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,,verbal,5,yesterday,999,,,,,,3,3,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,3,,calendar,,verbal,6,tomorrow,999,,,,,,999,5,,NR,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,1,event,1,breakfast,999,14,0.1,,,,3,2,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,1,event,2,nextbday,999,14,-0.2,,,,1,4,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,1,event,3,dinner,999,14,7,,,,4,3,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,1,event,4,lastbday,999,14,0.3,,,,3,1,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,2,deictic,1,lastweek,999,14,7,,,,3,1,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,2,deictic,2,tomorrow,999,14,0.1,,,,2,4,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,2,deictic,3,tonight,999,14,7,,,,4,3,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,2,deictic,4,thismorning,999,14,-7,,,,1,2,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,3,deictic,1,nextweek,999,14,7,,,,3,3,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,3,deictic,2,nextyear,999,14,7,,,,4,4,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,3,deictic,3,yesterday,999,14,-6.9,,,,2,2,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,3,deictic,4,last year,999,14,-7,,,,1,1,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,4,deictic,1,yesterday,999,14,0.1,,,,2,2,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,4,deictic,2,tomorrow,999,14,7,,,,3,3,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,4,deictic,3,twofromnow,999,14,7,,,,4,4,,,,tm
23,utls21,10/23/14,4/18/19,5,1638,4.487671233,4,english ,1,utls ,1,0,timeline,4,deictic,4,twoago,999,14,-7,,,,1,1,,,,tm
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,1,event,1,breakfast,0,14,-0.2,-0.3,,,2,2,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,1,event,2,nextbday,0,14,0.6,0.7,,,4,4,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,1,event,3,dinner,0,14,-0.1,-0.1,,,3,3,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,1,event,4,lastbday,0,14,-1.3,-1.3,,,1,1,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,2,deictic,1,lastweek,0,14,-0.3,-0.3,,,2,1,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,2,deictic,2,tomorrow,0,14,-0.05,-0.1,,,3,4,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,2,deictic,3,tonight,0,14,0.4,0.3,,,4,3,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,2,deictic,4,thismorning,0,14,-0.6,-0.6,,,1,2,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,3,deictic,1,nextweek,0,14,0.6,0.6,,,3,3,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,3,deictic,2,nextyear,0,14,2.2,2.2,,,4,4,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,3,deictic,3,yesterday,0,14,-0.2,-0.2,,,2,2,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,3,deictic,4,last year,0,14,-1.1,-1.1,,,1,1,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,4,deictic,1,yesterday,0,14,-0.6,-0.5,,,2,2,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,4,deictic,2,tomorrow,0,14,-0.2,-0.1,,,3,3,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,4,deictic,3,twofromnow,0,14,0.2,0.2,,,4,4,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,1,1,timeline,4,deictic,4,twoago,0,14,-1,-1,,,1,1,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,,verbal,1,daysofweek,,,,,,,7,7,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,1,deictic,1,tomorrow,1,,,,5,,5,5,0,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,2,deictic,2,beforeyesterday,1,,,,5,3,3,2,1,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,3,deictic,3,aftertomorrow,1,,,,6,,6,6,0,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,4,deictic,4,yesterday,1,,,,5,3,3,3,1,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,,verbal,4,today,,,,,,,5,5,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,,verbal,5,yesterday,,,,,,,4,4,,,,pw
24,135930,12/8/12,4/19/19,6,2323,6.364383562,6,english ,1,Lab,3,,calendar,,verbal,6,tomorrow,,,,,,,6,6,,,,pw
25,146448,4/10/15,4/19/19,6,1470,4.02739726,4,english ,1,Lab,1,1,timeline,1,event,1,breakfast,0,14,-7,-6.8,,,2,2,,,,tm
25,146448,4/10/15,4/19/19,6,1470,4.02739726,4,english ,1,Lab,1,1,timeline,1,event,2,nextbday,0,14,7,6.7,,,4,4,,,,tm
25,146448,4/10/15,4/19/19,6,1470,4.02739726,4,english ,1,Lab,1,1,timeline,1,event,3,dinner,0,14,-0.2,-0.5,,,3,3,,,,tm
25,146448,4/10/15,4/19/19,6,1470,4.02739726,4,english ,1,Lab,1,1,timeline,1,event,4,lastbday,0,14,-7,-6.9,,,1,1,,,,tm
25,146448,4/10/15,4/19/19,6,1470,4.02739726,4,english ,1,Lab,1,1,timeline,2,deictic,1,lastweek,0,14,6.7,6.6,,,4,1,,,,tm
25,146448,4/10/15,4/19/19,6,1470,4.02739726,4,english ,1,Lab,1,1,timeline,2,deictic,2,tomorrow,0,14,-0.1,-0.2,,,3,4,,,,tm
25,146448,4/10/15,4/19/19,6,1470,4.02739726,4,english ,1,Lab,1,1,timeline,2,deictic,3,tonight,0,14,-7,-6.9,,,1,3,,,,tm
25,146448,4/10/15,4/19/19,6,1470,4.02739726,4,english ,1,Lab,1,1,timeline,2,deictic,4,thismorning,0,14,-0.2,-0.4,,,2,2,,,,tm
