subjid,ID,dob,dot,weekday,agedays,ageyears,agegroup,language,monolingual,order,timelinefirst,task,linenum,itemtype,itemnum,item,linelength,distfrommid,rank,distfrommid_2,response1,response2,response,correctr,prompts,comments,exclude,experimenter,DaysOfWeek_Correct,Num_Prompts
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,2,deictic,4,lastweek,14,-6.4,,,,,2,1,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,3,deictic,1,last year,14,-6.6,,,,,1,1,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,3,deictic,2,yesterday,14,-1.5,,,,,2,2,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,3,deictic,3,nextyear,14,1.4,,,,,3,4,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,3,deictic,4,nextweek,14,6.8,,,,,4,3,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,4,deictic,1,tomorrow,14,1.9,,,,,4,3,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,4,deictic,2,yesterday,14,-3.9,,,,,2,2,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,4,deictic,3,twoago,14,-6.5,,,,,1,1,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,2,1,timeline,4,deictic,4,twofromnow,14,-2.2,,,,,3,4,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,,,,ab,1,0
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,1,deictic,1,yesterday,,,,,3,,3,3,0,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,2,deictic,2,beforeyesterday,,,,,3,3,3,2,1,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,3,deictic,3,tomorrow,,,,,5,,5,5,0,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,4,deictic,4,aftertomorrow,,,,,6,,6,6,0,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,,verbal,4,today,,,,,,,1,2,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,,verbal,5,yesterday,,,,,,,1,1,,,,ab,,
46,utls35,41499,43592,2,2093,5.734246575,5,english ,1,1,,calendar,,verbal,6,tomorrow,,,,,,,3,3,,,,ab,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,1,event,1,breakfast,14,4.1,,,,,2,2,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,1,event,2,nextbday,14,5.7,,,,,3,4,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,1,event,3,dinner,14,6.4,,,,,4,3,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,1,event,4,lastbday,14,-2.6,,,,,1,1,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,2,deictic,1,lastweek,14,4.6,,,,,3,1,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,2,deictic,2,tomorrow,14,6.8,,,,,4,4,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,2,deictic,3,tonight,14,-4.3,,,,,1,3,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,2,deictic,4,thismorning,14,2.8,,,,,2,2,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,3,deictic,1,nextweek,14,6.1,,,,,4,3,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,3,deictic,2,nextyear,14,3.5,,,,,3,4,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,3,deictic,3,yesterday,14,2.3,,,,,2,2,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,3,deictic,4,last year,14,1.1,,,,,1,1,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,4,deictic,1,yesterday,14,6.7,,,,,3,2,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,4,deictic,2,tomorrow,14,5.1,,,,,2,3,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,4,deictic,3,twofromnow,14,3.9,,,,,1,4,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,1,timeline,4,deictic,4,twoago,14,7,,,,,4,1,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,2,,,sa,0,2
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,1,deictic,1,yesterday,,,,,3,,3,3,0,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,2,deictic,2,beforeyesterday,,,,,3,3,3,2,1,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,3,deictic,3,tomorrow,,,,,5,,5,5,0,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,4,deictic,4,aftertomorrow,,,,,3,5,5,6,1,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,,verbal,3,beforetoday,,,,,,,1,2,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,,verbal,4,today,,,,,,,2,3,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,,verbal,5,yesterday,,,,,,,2,2,,,,sa,,
47,utls36,42018,43593,3,1575,4.315068493,4,english ,1,1,,calendar,,verbal,6,tomorrow,,,,,,,4,4,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,1,event,1,breakfast,14,-6.9,,,,,2,2,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,1,event,2,nextbday,14,0,,,,,3,4,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,1,event,3,dinner,14,7,,,,,4,3,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,1,event,4,lastbday,14,-7,,,,,1,1,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,2,deictic,1,lastweek,14,-6.9,,,,,2,1,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,2,deictic,2,tomorrow,14,-0.1,,,,,3,4,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,2,deictic,3,tonight,14,13.9,,,,,4,3,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,2,deictic,4,thismorning,14,-7,,,,,1,2,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,3,deictic,1,nextweek,14,-7,,,,,1,3,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,3,deictic,2,nextyear,14,0.1,,,,,3,4,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,3,deictic,3,yesterday,14,7,,,,,4,2,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,3,deictic,4,last year,14,-6.9,,,,,2,1,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,4,deictic,1,yesterday,14,-6.8,,,,,2,2,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,4,deictic,2,tomorrow,14,0,,,,,3,3,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,4,deictic,3,twofromnow,14,7,,,,,4,4,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,1,1,timeline,4,deictic,4,twoago,14,-6.9,,,,,1,1,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,,verbal,1,daysofweek,,,,,,,7,7,,,,sa,1,0
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,1,deictic,1,tomorrow,,,,,5,,5,5,0,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,2,deictic,2,beforeyesterday,,,,,6,2,2,2,1,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,3,deictic,3,aftertomorrow,,,,,3,6,6,6,1,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,4,deictic,4,yesterday,,,,,3,,3,3,0,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,,verbal,4,today,,,,,,,4,3,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,,verbal,5,yesterday,,,,,,,2,2,,,,sa,,
48,utls37,41549,43593,3,2044,5.6,5,english ,1,3,,calendar,,verbal,6,tomorrow,,,,,,,4,4,,,,sa,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,1,event,1,breakfast,14,0.2,,,,,3,2,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,1,event,2,nextbday,14,3.2,,,,,4,4,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,1,event,3,dinner,14,-0.9,,,,,2,3,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,1,event,4,lastbday,14,-4.8,,,,,1,1,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,2,deictic,1,lastweek,14,-0.8,,,,,2,1,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,2,deictic,2,tomorrow,14,1.4,,,,,3,4,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,2,deictic,3,tonight,14,6.2,,,,,4,3,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,2,deictic,4,thismorning,14,-2.6,,,,,1,2,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,3,deictic,1,nextweek,14,4.4,,,,,3,3,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,3,deictic,2,nextyear,14,6,,,,,4,4,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,3,deictic,3,yesterday,14,0.4,,,,,2,2,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,3,deictic,4,last year,14,-6.5,,,,,1,1,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,4,deictic,1,yesterday,14,-2.7,,,,,1,2,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,4,deictic,2,tomorrow,14,-0.3,,,,,4,3,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,4,deictic,3,twofromnow,14,-0.5,,,,,3,4,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,1,1,timeline,4,deictic,4,twoago,14,-2.4,,,,,2,1,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,,verbal,1,daysofweek,,,,,,,7,7,,no video data,,tm,1,0
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,1,deictic,1,yesterday,,,,,5,2,2,3,1,"no video data, Calendar Covered",,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,2,deictic,2,tomorrow,,,,,1,5,5,5,1,"no video data, Calendar Covered",,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,3,deictic,3,beforeyesterday,,,,,5,2,2,2,1,"no video data, Calendar Covered",,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,4,deictic,4,aftertomorrow,,,,,6,,6,6,0,"no video data, Calendar Covered",,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,,verbal,4,today,,,,,,,2,4,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,,verbal,5,yesterday,,,,,,,5,3,,no video data,,tm,,
49,utls59,41570,43594,4,2024,5.545205479,5,english ,1,2,,calendar,,verbal,6,tomorrow,,,,,,,4,5,,no video data,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,1,event,1,breakfast,14,-5.9,,,,,1,2,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,1,event,2,nextbday,14,-2,,,,,3,4,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,1,event,3,dinner,14,6,,,,,4,3,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,1,event,4,lastbday,14,-5.1,,,,,2,1,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,2,deictic,1,lastweek,14,-2.9,,,,,1,1,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,2,deictic,2,tomorrow,14,5.5,,,,,2,4,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,2,deictic,3,tonight,14,6.3,,,,,3,3,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,2,deictic,4,thismorning,14,7,,,,,4,2,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,3,deictic,1,nextweek,14,6,,,,,4,3,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,3,deictic,2,nextyear,14,2.8,,,,,2,4,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,3,deictic,3,yesterday,14,4.6,,,,,3,2,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,3,deictic,4,last year,14,-3.3,,,,,1,1,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,4,deictic,1,yesterday,14,-3.9,,,,,1,2,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,4,deictic,2,tomorrow,14,-1.8,,,,,2,3,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,4,deictic,3,twofromnow,14,-0.8,,,,,3,4,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,1,1,timeline,4,deictic,4,twoago,14,1.3,,,,,4,1,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,,verbal,1,daysofweek,,,,,,7,0,7,1,,,tm,0,n/a
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,1,deictic,1,tomorrow,,,,,5,,5,5,0,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,2,deictic,2,beforeyesterday,,,,,3,2,2,2,1,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,3,deictic,3,aftertomorrow,,,,,3,5,5,6,1,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,4,deictic,4,yesterday,,,,,3,,3,3,0,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,,verbal,4,today,,,,,,,7,4,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,,verbal,5,yesterday,,,,,,,1,3,,,,tm,,
51,utls58,41879,43594,4,1715,4.698630137,4,english ,1,3,,calendar,,verbal,6,tomorrow,,,,,,,6,5,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,1,event,1,lastbday,14,-4,,,,,2,1,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,1,event,2,dinner,14,3,,,,,4,3,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,1,event,3,nextbday,14,-1.4,,,,,3,4,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,1,event,4,breakfast,14,-4.5,,,,,1,2,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,2,deictic,1,thismorning,14,-4.7,,,,,1,2,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,2,deictic,2,tonight,14,5.3,,,,,3,3,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,2,deictic,3,tomorrow,14,7,,,,,4,4,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,2,deictic,4,lastweek,14,-2.6,,,,,2,1,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,3,deictic,1,last year,14,-5,,,,,1,1,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,3,deictic,2,yesterday,14,3.5,,,,,4,2,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,3,deictic,3,nextyear,14,-1.5,,,,,2,4,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,3,deictic,4,nextweek,14,0.9,,,,,3,3,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,4,deictic,1,tomorrow,14,6.2,,,,,4,3,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,4,deictic,2,yesterday,14,-6.4,,,,,1,2,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,4,deictic,3,twoago,14,0.3,,,,,2,1,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,2,1,timeline,4,deictic,4,twofromnow,14,3.2,,,,,3,4,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,1,,,tm,0,1
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,1,deictic,1,yesterday,,,,,3,,3,3,0,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,2,deictic,2,beforeyesterday,,,,,3,3,3,2,1,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,3,deictic,3,tomorrow,,,,,5,,5,5,0,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,4,deictic,4,aftertomorrow,,,,,5,5,5,6,1,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,,verbal,4,today,,,,,,,4,4,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,,verbal,5,yesterday,,,,,,,2,3,,,,tm,,
52,utls40,41813,43594,4,1781,4.879452055,4,english ,1,1,,calendar,,verbal,6,tomorrow,,,,,,,5,5,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,1,event,1,lastbday,14,-4.7,,,,,2,1,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,1,event,2,dinner,14,-2.2,,,,,3,3,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,1,event,3,nextbday,14,1.1,,,,,4,4,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,1,event,4,breakfast,14,-6.5,,,,,1,2,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,2,deictic,1,thismorning,14,-0.2,,,,,3,2,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,2,deictic,2,tonight,14,-5.9,,,,,1,3,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,2,deictic,3,tomorrow,14,0.5,,,,,4,4,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,2,deictic,4,lastweek,14,-1.7,,,,,2,1,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,3,deictic,1,last year,14,5.8,,,,,4,1,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,3,deictic,2,yesterday,14,-6.6,,,,,1,2,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,3,deictic,3,nextyear,14,0,,,,,2,4,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,3,deictic,4,nextweek,14,2.5,,,,,3,3,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,4,deictic,1,tomorrow,14,2.9,,,,,4,3,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,4,deictic,2,yesterday,14,-5.5,,,,,1,2,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,4,deictic,3,twoago,14,0.7,,,,,3,1,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,1,timeline,4,deictic,4,twofromnow,14,-1.8,,,,,2,4,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,,verbal,1,daysofweek,,,,,,,7,7,4,,,tm,0,4
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,1,deictic,1,yesterday,,,,,5,3,3,3,1,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,2,deictic,2,tomorrow,,,,,5,,5,5,0,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,3,deictic,3,beforeyesterday,,,,,3,2,2,2,1,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,4,deictic,4,aftertomorrow,,,,,6,,6,6,0,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,,verbal,2,aftertoday,,,,,,,1,1,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,,verbal,3,beforetoday,,,,,,,2,2,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,,verbal,4,today,,,,,,,5,4,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,,verbal,5,yesterday,,,,,,,7,3,,,,tm,,
53,utls39,41672,43594,4,1922,5.265753425,5,english ,1,2,,calendar,,verbal,6,tomorrow,,,,,,,5,5,,,,tm,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,1,event,1,breakfast,14,0,,,,,2,2,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,1,event,2,nextbday,14,3.2,,,,,4,4,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,1,event,3,dinner,14,0.5,,,,,3,3,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,1,event,4,lastbday,14,-5.2,,,,,1,1,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,2,deictic,1,lastweek,14,-1.9,,,,,1,1,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,2,deictic,2,tomorrow,14,0.2,,,,,4,4,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,2,deictic,3,tonight,14,0.1,,,,,3,3,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,2,deictic,4,thismorning,14,0,,,,,2,2,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,3,deictic,1,nextweek,14,-0.9,,,,,2,3,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,3,deictic,2,nextyear,14,5.8,,,,,4,4,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,3,deictic,3,yesterday,14,-0.1,,,,,3,2,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,3,deictic,4,last year,14,-3.8,,,,,1,1,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,4,deictic,1,yesterday,14,-0.1,,,,,2,2,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,4,deictic,2,tomorrow,14,0.1,,,,,3,3,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,4,deictic,3,twofromnow,14,0.2,,,,,4,4,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,1,timeline,4,deictic,4,twoago,14,-0.2,,,,,1,1,,,1,ab,,
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,,calendar,,verbal,1,daysofweek,,,,,,,7,7,1,,1,ab,0,1
54,147915,41244,43629,4,2385,6.534246575,6,english ,1,1,,calendar,1,deictic,1,yesterday,,,,,6,3,3,3,1,,1,ab,,
