subjid,ID,dob,dot,weekday,agedays,ageyears,agegroup,language,monolingual,site,order,timelinefirst,task,linenum,itemtype,itemnum,item,covered,linelength,distfrommid,response1,response2,response,correctr,prompts,comments,exclude
5,137224,1/7/13,4/6/19,7,2280,6.246575342,6,english ,1,Lab ,4,,calendar,,verbal,2,aftertoday,,,,,,1,1,,,
5,137224,1/7/13,4/6/19,7,2280,6.246575342,6,english ,1,Lab ,4,,calendar,,verbal,3,beforetoday,,,,,,2,2,,,
5,137224,1/7/13,4/6/19,7,2280,6.246575342,6,english ,1,Lab ,4,,calendar,,verbal,4,today,,,,,,,7,,April ,
5,137224,1/7/13,4/6/19,7,2280,6.246575342,6,english ,1,Lab ,4,,calendar,,verbal,5,yesterday,,,,,,5,5,,,
5,137224,1/7/13,4/6/19,7,2280,6.246575342,6,english ,1,Lab ,4,,calendar,,verbal,6,tomorrow,,,,,,7,7,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,1,event,1,breakfast,0,14,0,,,1,2,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,1,event,2,nextbday,0,14,6.8,,,3,4,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,1,event,3,dinner,0,14,0.1,,,2,3,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,1,event,4,lastbday,0,14,-7,,,1,1,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,2,deictic,1,lastweek,0,14,0.14,,,4,1,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,2,deictic,2,tomorrow,0,14,0.12,,,2,4,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,2,deictic,3,tonight,0,14,0.13,,,3,3,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,2,deictic,4,thismorning,0,14,0.1,,,1,2,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,3,deictic,1,nextweek,0,14,0.12,,,2,3,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,3,deictic,2,nextyear,0,14,0.13,,,3,4,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,3,deictic,3,yesterday,0,14,0.1,,,1,2,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,3,deictic,4,last year,0,14,0.14,,,4,1,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,4,deictic,1,yesterday,0,14,0.13,,,3,2,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,4,deictic,2,tomorrow,0,14,0.14,,,4,3,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,4,deictic,3,twofromnow,0,14,0.12,,,2,4,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,1,1,timeline,4,deictic,4,twoago,0,14,0.1,,,1,1,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,,verbal,1,daysofweek,,,,,,1,7,5,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,1,deictic,1,beforeyesterday,,,,1,2,2,2,1,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,2,deictic,2,aftertomorrow,,,,3,5,5,6,1,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,3,deictic,3,yesterday,,,,5,2,2,3,1,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,4,deictic,4,tomorrow,,,,5,,5,5,0,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,,verbal,2,aftertoday,,,,,,1,1,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,,verbal,3,beforetoday,,,,,,1,2,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,,verbal,4,today,,,,,,,7,,NR,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,,verbal,5,yesterday,,,,,,7,6,,,
7,149997,9/8/14,4/7/19,1,1672,4.580821918,4,english ,1,Lab ,4,,calendar,,verbal,6,tomorrow,,,,,,6,1,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,1,event,1,breakfast,0,14,0.9,,,4,2,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,1,event,2,nextbday,0,14,0.4,,,1,4,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,1,event,3,dinner,0,14,0.7,,,3,3,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,1,event,4,lastbday,0,14,0.6,,,2,1,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,2,deictic,1,lastweek,0,14,0,,,3,1,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,2,deictic,2,tomorrow,0,14,0.3,,,4,4,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,2,deictic,3,tonight,0,14,-0.2,,,1,3,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,2,deictic,4,thismorning,0,14,-0.1,,,2,2,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,3,deictic,1,nextweek,0,14,0.1,,,1,3,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,3,deictic,2,nextyear,0,14,1.6,,,4,4,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,3,deictic,3,yesterday,0,14,1.4,,,3,2,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,3,deictic,4,last year,0,14,0.7,,,2,1,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,4,deictic,1,yesterday,0,14,-0.9,,,3,2,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,4,deictic,2,tomorrow,0,14,-0.3,,,4,3,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,4,deictic,3,twofromnow,0,14,-1.4,,,2,4,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,1,,timeline,4,deictic,4,twoago,0,14,-1.8,,,1,1,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,,verbal,1,daysofweek,1,,,,,7,7,3,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,1,deictic,1,tomorrow,1,,,3,5,5,5,1,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,2,deictic,2,beforeyesterday,1,,,5,3,3,2,1,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,3,deictic,3,aftertomorrow,1,,,5,5,5,6,1,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,4,deictic,4,yesterday,1,,,5,3,3,3,1,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,,verbal,2,aftertoday,1,,,,,2,1,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,,verbal,3,beforetoday,1,,,,,1,2,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,,verbal,4,today,1,,,,,4,4,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,,verbal,5,yesterday,1,,,,,6,3,,,
8,139061,8/17/14,4/11/19,5,1698,4.652054795,4,english ,1,Lab ,3,,calendar,,verbal,6,tomorrow,1,,,,,5,5,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,1,event,1,breakfast,,14,2.2,,,3,2,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,1,event,2,nextbday,,14,-3.8,,,2,4,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,1,event,3,dinner,,14,6.3,,,4,3,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,1,event,4,lastbday,,14,-5.7,,,1,1,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,2,deictic,1,lastweek,,14,-4.1,,,1,1,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,2,deictic,2,tomorrow,,14,2.8,,,4,4,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,2,deictic,3,tonight,,14,1.3,,,3,3,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,2,deictic,4,thismorning,,14,0.2,,,2,2,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,3,deictic,1,nextweek,,14,3.5,,,3,3,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,3,deictic,2,nextyear,,14,7,,,4,4,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,3,deictic,3,yesterday,,14,0.7,,,2,2,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,3,deictic,4,last year,,14,-4.5,,,1,1,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,4,deictic,1,yesterday,,14,-2.7,,,1,2,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,4,deictic,2,tomorrow,,14,1.8,,,2,3,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,4,deictic,3,twofromnow,,14,4.9,,,4,4,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,1,1,timeline,4,deictic,4,twoago,,14,3.2,,,3,1,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,,verbal,1,daysofweek,,,,,,7,7,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,1,deictic,1,tomorrow,,,,5,,5,5,0,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,2,deictic,2,beforeyesterday,,,,3,3,3,2,1,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,3,deictic,3,aftertomorrow,,,,6,,6,6,0,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,4,deictic,4,yesterday,,,,3,,3,3,0,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,,verbal,2,aftertoday,,,,,,1,1,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,,verbal,3,beforetoday,,,,,,2,2,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,,verbal,4,today,,,,,,3,5,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,,verbal,5,yesterday,,,,,,4,4,,,
9,149421,8/11/13,4/12/19,6,2070,5.671232877,5,english ,1,Lab ,3,,calendar,,verbal,6,tomorrow,,,,,,6,6,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,,verbal,1,daysofweek,,,,,,7,7,2,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,1,deictic,1,tomorrow,,,,5,,5,5,0,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,2,deictic,2,beforeyesterday,,,,3,2,3,2,0,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,3,deictic,3,aftertomorrow,,,,6,,6,6,0,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,4,deictic,4,yesterday,,,,3,,3,3,0,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,,verbal,2,aftertoday,,,,,,1,1,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,,verbal,3,beforetoday,,,,,,2,2,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,,verbal,4,today,,,,,,5,5,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,,verbal,5,yesterday,,,,,,2,4,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,3,,calendar,,verbal,6,tomorrow,,,,,,5,6,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,1,event,1,lastbday,,14,0,,,2,1,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,1,event,2,dinner,,14,3.7,,,3,3,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,1,event,3,nextbday,,14,5.1,,,4,4,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,1,event,4,breakfast,,14,-1.2,,,1,2,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,2,deictic,1,thismorning,,14,-4.5,,,2,2,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,2,deictic,2,tonight,,14,6.4,,,3,3,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,2,deictic,3,tomorrow,,14,7,,,4,4,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,2,deictic,4,lastweek,,14,-7,,,1,1,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,3,deictic,1,last year,,14,-6.3,,,1,1,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,3,deictic,2,yesterday,,14,0,,,2,2,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,3,deictic,3,nextyear,,14,4.8,,,4,4,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,3,deictic,4,nextweek,,14,2,,,3,3,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,4,deictic,1,tomorrow,,14,4.6,,,3,3,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,4,deictic,2,yesterday,,14,-3,,,2,2,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,4,deictic,3,twoago,,14,-6.2,,,1,1,,,
10,136815,9/20/13,4/12/19,6,2030,5.561643836,5,english ,1,Lab ,2,,timeline,4,deictic,4,twofromnow,,14,6.9,,,4,4,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,1,event,1,lastbday,,14,,,,,1,,No pink line,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,1,event,2,dinner,,14,6.7,,,,3,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,1,event,3,nextbday,,14,6.2,,,2,4,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,1,event,4,breakfast,,14,-7,,,1,2,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,2,deictic,1,thismorning,,14,-6.9,,,3,2,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,2,deictic,2,tonight,,14,6.6,,,3,3,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,2,deictic,3,tomorrow,,14,7,,,4,4,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,2,deictic,4,lastweek,,14,1.9,,,2,1,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,3,deictic,1,last year,,14,0.9,,,2,1,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,3,deictic,2,yesterday,,14,-1.1,,,1,2,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,3,deictic,3,nextyear,,14,1.9,,,3,4,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,3,deictic,4,nextweek,,14,3.1,,,4,3,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,4,deictic,1,tomorrow,,14,6.9,,,3,3,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,4,deictic,2,yesterday,,14,0.5,,,2,2,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,4,deictic,3,twoago,,14,-1.3,,,1,1,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,timeline,4,deictic,4,twofromnow,,14,7,,,4,4,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,,verbal,1,daysofweek,,,,,,7,7,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,1,deictic,1,yesterday,,,,3,,3,3,0,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,2,deictic,2,tomorrow,,,,3,5,5,5,1,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,3,deictic,3,beforeyesterday,,,,2,,2,2,0,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,4,deictic,4,aftertomorrow,,,,6,,6,6,0,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,,verbal,2,aftertoday,,,,,,1,1,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,,verbal,3,beforetoday,,,,,,2,2,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,,verbal,4,today,,,,,,,1,,NR,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,,verbal,5,yesterday,,,,,,5,7,,,
11,,2/1/14,4/15/19,2,1899,5.202739726,5,english ,1,Lab School ,2,,calendar,,verbal,6,tomorrow,,,,,,2,2,,,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,1,event,1,lastbday,,14,-7,,,1,1,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,1,event,2,dinner,,14,6.8,,,4,3,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,1,event,3,nextbday,,14,0,,,2,4,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,1,event,4,breakfast,,14,3.5,,,3,2,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,2,deictic,1,thismorning,,14,7,,,4,2,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,2,deictic,2,tonight,,14,-7,,,1,3,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,2,deictic,3,tomorrow,,14,0,,,3,4,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,2,deictic,4,lastweek,,14,-3.6,,,2,1,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,3,deictic,1,last year,,14,0,,,2,1,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,3,deictic,2,yesterday,,14,7,,,4,2,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,3,deictic,3,nextyear,,14,-7,,,1,4,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,3,deictic,4,nextweek,,14,3.5,,,3,3,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,4,deictic,1,tomorrow,,14,-7,,,1,3,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,4,deictic,2,yesterday,,14,7,,,4,2,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,4,deictic,3,twoago,,14,0,,,3,1,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,2,,timeline,4,deictic,4,twofromnow,,14,-3.2,,,2,4,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,,verbal,1,daysofweek,,,,,,7,7,1,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,1,deictic,1,beforeyesterday,,,,3,2,2,2,1,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,2,deictic,2,aftertomorrow,,,,1,5,5,6,1,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,3,deictic,3,yesterday,,,,3,,3,3,0,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,4,deictic,4,tomorrow,,,,6,6,6,5,1,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,,verbal,2,aftertoday,,,,,,2,1,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,,verbal,3,beforetoday,,,,,,1,2,,korean ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,,verbal,4,today,,,,,,,1,,"korean ""April 7th"" ",
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,,verbal,5,yesterday,,,,,,,7,,korean; NR ,
12,LS11,9/30/13,4/15/19,2,2023,5.542465753,5,english ,0,Lab School ,4,,calendar,,verbal,6,tomorrow,,,,,,3,2,,korean ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,1,event,1,breakfast,,14,-4.7,,,1,2,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,1,event,2,nextbday,,14,1.7,,,3,4,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,1,event,3,dinner,,14,5.3,,,4,3,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,1,event,4,lastbday,,14,-2.2,,,2,1,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,2,deictic,1,lastweek,,14,-4,,,1,1,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,2,deictic,2,tomorrow,,14,-2.6,,,2,4,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,2,deictic,3,tonight,,14,-1.7,,,3,3,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,2,deictic,4,thismorning,,14,-1.1,,,4,2,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,3,deictic,1,nextweek,,14,-5.8,,,2,3,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,3,deictic,2,nextyear,,14,-3.9,,,3,4,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,3,deictic,3,yesterday,,14,-7,,,1,2,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,3,deictic,4,last year,,14,-2.8,,,4,1,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,4,deictic,1,yesterday,,14,-6.8,,,1,2,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,4,deictic,2,tomorrow,,14,-5.4,,,2,3,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,4,deictic,3,twofromnow,,14,-4,,,3,4,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,1,,timeline,4,deictic,4,twoago,,14,-3,,,4,1,,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,2,,calendar,,verbal,1,daysofweek,,,,,,4,7,3,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,2,,calendar,1,deictic,1,yesterday,,,,3,,3,3,0,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,2,,calendar,2,deictic,2,tomorrow,,,,5,,5,5,0,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,2,,calendar,3,deictic,3,beforeyesterday,,,,2,,2,2,0,spanish ,
13,LS12,1/13/14,4/15/19,2,1918,5.254794521,5,english ,0,Lab School ,2,,calendar,4,deictic,4,aftertomorrow,,,,6,,6,6,0,spanish ,
